,household_id,income_bracket,age,family_size,sex,prev_interactions,price,purchase,race,state
42238,1173,95k+,66,1,M,0,40,0,Other,CA
42243,1173,95k+,66,1,M,0,35,0,Other,CA
42248,1173,95k+,66,1,M,0,30,1,Other,CA
42253,1173,95k+,66,1,M,0,25,1,Other,CA
42258,1173,95k+,66,1,M,0,20,1,Other,CA
42263,1173,95k+,66,1,M,0,15,1,Other,CA
42264,1174,95k+,36,5,M,0,50,0,White,CA
42269,1174,95k+,36,5,M,0,45,0,White,CA
42274,1174,95k+,36,5,M,0,40,0,White,CA
42279,1174,95k+,36,5,M,0,35,0,White,CA
42284,1174,95k+,36,5,M,0,30,0,White,CA
42289,1174,95k+,36,5,M,0,25,0,White,CA
42294,1174,95k+,36,5,M,0,20,0,White,CA
42299,1174,95k+,36,5,M,0,15,0,White,CA
42300,1175,95k+,57,4,M,0,50,0,Hispanic,CA
42305,1175,95k+,57,4,M,0,45,0,Hispanic,CA
42310,1175,95k+,57,4,M,0,40,0,Hispanic,CA
42315,1175,95k+,57,4,M,0,35,0,Hispanic,CA
42320,1175,95k+,57,4,M,0,30,0,Hispanic,CA
42325,1175,95k+,57,4,M,0,25,0,Hispanic,CA
42330,1175,95k+,57,4,M,0,20,0,Hispanic,CA
42335,1175,95k+,57,4,M,0,15,1,Hispanic,CA
42336,1176,95k+,41,4,M,0,50,0,Other,CA
42341,1176,95k+,41,4,M,0,45,0,Other,CA
42346,1176,95k+,41,4,M,0,40,0,Other,CA
42351,1176,95k+,41,4,M,0,35,0,Other,CA
42356,1176,95k+,41,4,M,0,30,0,Other,CA
42361,1176,95k+,41,4,M,0,25,0,Other,CA
42366,1176,95k+,41,4,M,0,20,1,Other,CA
42371,1176,95k+,41,4,M,0,15,1,Other,CA
42372,1177,95k+,41,5,F,1,50,0,Unknown,CA
42377,1177,95k+,41,5,F,1,45,0,Unknown,CA
42382,1177,95k+,41,5,F,1,40,0,Unknown,CA
42387,1177,95k+,41,5,F,1,35,0,Unknown,CA
42392,1177,95k+,41,5,F,1,30,0,Unknown,CA
42397,1177,95k+,41,5,F,1,25,0,Unknown,CA
42402,1177,95k+,41,5,F,1,20,0,Unknown,CA
42407,1177,95k+,41,5,F,1,15,1,Unknown,CA
42408,1178,85k–95k,59,1,M,0,50,0,Unknown,CA
42413,1178,85k–95k,59,1,M,0,45,1,Unknown,CA
42418,1178,85k–95k,59,1,M,0,40,1,Unknown,CA
42423,1178,85k–95k,59,1,M,0,35,1,Unknown,CA
42428,1178,85k–95k,59,1,M,0,30,1,Unknown,CA
42433,1178,85k–95k,59,1,M,0,25,1,Unknown,CA
42438,1178,85k–95k,59,1,M,0,20,1,Unknown,CA
42443,1178,85k–95k,59,1,M,0,15,1,Unknown,CA
42444,1179,95k+,46,2,F,1,50,0,White,CA
42449,1179,95k+,46,2,F,1,45,0,White,CA
42454,1179,95k+,46,2,F,1,40,0,White,CA
42459,1179,95k+,46,2,F,1,35,0,White,CA
42464,1179,95k+,46,2,F,1,30,1,White,CA
42469,1179,95k+,46,2,F,1,25,1,White,CA
42474,1179,95k+,46,2,F,1,20,1,White,CA
42479,1179,95k+,46,2,F,1,15,1,White,CA
42480,1180,85k–95k,42,3,F,0,50,0,Hispanic,CA
42485,1180,85k–95k,42,3,F,0,45,0,Hispanic,CA
42490,1180,85k–95k,42,3,F,0,40,0,Hispanic,CA
42495,1180,85k–95k,42,3,F,0,35,0,Hispanic,CA
42500,1180,85k–95k,42,3,F,0,30,0,Hispanic,CA
42505,1180,85k–95k,42,3,F,0,25,0,Hispanic,CA
42510,1180,85k–95k,42,3,F,0,20,1,Hispanic,CA
42515,1180,85k–95k,42,3,F,0,15,1,Hispanic,CA
42516,1181,95k+,18,2,M,0,50,1,White,CA
42521,1181,95k+,18,2,M,0,45,1,White,CA
42526,1181,95k+,18,2,M,0,40,1,White,CA
42531,1181,95k+,18,2,M,0,35,1,White,CA
42536,1181,95k+,18,2,M,0,30,1,White,CA
42541,1181,95k+,18,2,M,0,25,1,White,CA
42546,1181,95k+,18,2,M,0,20,1,White,CA
42551,1181,95k+,18,2,M,0,15,1,White,CA
42552,1182,95k+,19,6,M,0,50,0,White,CA
42557,1182,95k+,19,6,M,0,45,0,White,CA
42562,1182,95k+,19,6,M,0,40,0,White,CA
42567,1182,95k+,19,6,M,0,35,0,White,CA
42572,1182,95k+,19,6,M,0,30,0,White,CA
42577,1182,95k+,19,6,M,0,25,0,White,CA
42582,1182,95k+,19,6,M,0,20,0,White,CA
42587,1182,95k+,19,6,M,0,15,1,White,CA
42588,1183,85k–95k,43,1,M,0,50,1,White,CA
42593,1183,85k–95k,43,1,M,0,45,1,White,CA
42598,1183,85k–95k,43,1,M,0,40,1,White,CA
42603,1183,85k–95k,43,1,M,0,35,1,White,CA
42608,1183,85k–95k,43,1,M,0,30,1,White,CA
42613,1183,85k–95k,43,1,M,0,25,1,White,CA
42618,1183,85k–95k,43,1,M,0,20,1,White,CA
42623,1183,85k–95k,43,1,M,0,15,1,White,CA
42624,1184,85k–95k,55,4,M,0,50,0,Black,CA
42629,1184,85k–95k,55,4,M,0,45,0,Black,CA
42634,1184,85k–95k,55,4,M,0,40,0,Black,CA
42639,1184,85k–95k,55,4,M,0,35,0,Black,CA
42644,1184,85k–95k,55,4,M,0,30,0,Black,CA
42649,1184,85k–95k,55,4,M,0,25,0,Black,CA
42654,1184,85k–95k,55,4,M,0,20,0,Black,CA
42659,1184,85k–95k,55,4,M,0,15,0,Black,CA
42660,1185,95k+,39,4,M,0,50,0,Hispanic,CA
42665,1185,95k+,39,4,M,0,45,0,Hispanic,CA
42670,1185,95k+,39,4,M,0,40,0,Hispanic,CA
42675,1185,95k+,39,4,M,0,35,0,Hispanic,CA
42680,1185,95k+,39,4,M,0,30,0,Hispanic,CA
42685,1185,95k+,39,4,M,0,25,0,Hispanic,CA
42690,1185,95k+,39,4,M,0,20,1,Hispanic,CA
42695,1185,95k+,39,4,M,0,15,1,Hispanic,CA
42696,1186,85k–95k,30,1,F,0,50,1,White,CA
42701,1186,85k–95k,30,1,F,0,45,1,White,CA
42706,1186,85k–95k,30,1,F,0,40,1,White,CA
42711,1186,85k–95k,30,1,F,0,35,1,White,CA
42716,1186,85k–95k,30,1,F,0,30,1,White,CA
42721,1186,85k–95k,30,1,F,0,25,1,White,CA
42726,1186,85k–95k,30,1,F,0,20,1,White,CA
42731,1186,85k–95k,30,1,F,0,15,1,White,CA
42732,1187,95k+,18,2,M,0,50,1,White,CA
42737,1187,95k+,18,2,M,0,45,1,White,CA
42742,1187,95k+,18,2,M,0,40,1,White,CA
42747,1187,95k+,18,2,M,0,35,1,White,CA
42752,1187,95k+,18,2,M,0,30,1,White,CA
42757,1187,95k+,18,2,M,0,25,1,White,CA
42762,1187,95k+,18,2,M,0,20,1,White,CA
42767,1187,95k+,18,2,M,0,15,1,White,CA
42768,1188,95k+,28,4,F,0,50,0,White,CA
42773,1188,95k+,28,4,F,0,45,0,White,CA
42778,1188,95k+,28,4,F,0,40,0,White,CA
42783,1188,95k+,28,4,F,0,35,0,White,CA
42788,1188,95k+,28,4,F,0,30,0,White,CA
42793,1188,95k+,28,4,F,0,25,0,White,CA
42798,1188,95k+,28,4,F,0,20,1,White,CA
42803,1188,95k+,28,4,F,0,15,1,White,CA
42804,1189,95k+,39,8,M,0,50,0,Hispanic,CA
42809,1189,95k+,39,8,M,0,45,0,Hispanic,CA
42814,1189,95k+,39,8,M,0,40,0,Hispanic,CA
42819,1189,95k+,39,8,M,0,35,0,Hispanic,CA
42824,1189,95k+,39,8,M,0,30,0,Hispanic,CA
42829,1189,95k+,39,8,M,0,25,0,Hispanic,CA
42834,1189,95k+,39,8,M,0,20,0,Hispanic,CA
42839,1189,95k+,39,8,M,0,15,0,Hispanic,CA
42840,1190,95k+,27,2,M,4,50,0,Hispanic,CA
42845,1190,95k+,27,2,M,4,45,1,Hispanic,CA
42850,1190,95k+,27,2,M,4,40,1,Hispanic,CA
42855,1190,95k+,27,2,M,4,35,1,Hispanic,CA
42860,1190,95k+,27,2,M,4,30,1,Hispanic,CA
42865,1190,95k+,27,2,M,4,25,1,Hispanic,CA
42870,1190,95k+,27,2,M,4,20,1,Hispanic,CA
42875,1190,95k+,27,2,M,4,15,1,Hispanic,CA
42876,1191,85k–95k,26,3,F,0,50,0,Other,CA
42881,1191,85k–95k,26,3,F,0,45,0,Other,CA
42886,1191,85k–95k,26,3,F,0,40,0,Other,CA
42891,1191,85k–95k,26,3,F,0,35,1,Other,CA
42896,1191,85k–95k,26,3,F,0,30,1,Other,CA
42901,1191,85k–95k,26,3,F,0,25,1,Other,CA
42906,1191,85k–95k,26,3,F,0,20,1,Other,CA
42911,1191,85k–95k,26,3,F,0,15,1,Other,CA
42912,1192,85k–95k,36,2,M,0,50,0,White,CA
42917,1192,85k–95k,36,2,M,0,45,1,White,CA
42922,1192,85k–95k,36,2,M,0,40,1,White,CA
42927,1192,85k–95k,36,2,M,0,35,1,White,CA
42932,1192,85k–95k,36,2,M,0,30,1,White,CA
42937,1192,85k–95k,36,2,M,0,25,1,White,CA
42942,1192,85k–95k,36,2,M,0,20,1,White,CA
42947,1192,85k–95k,36,2,M,0,15,1,White,CA
42948,1193,85k–95k,54,6,M,0,50,0,Hispanic,CA
42953,1193,85k–95k,54,6,M,0,45,0,Hispanic,CA
42958,1193,85k–95k,54,6,M,0,40,0,Hispanic,CA
42963,1193,85k–95k,54,6,M,0,35,0,Hispanic,CA
42968,1193,85k–95k,54,6,M,0,30,0,Hispanic,CA
42973,1193,85k–95k,54,6,M,0,25,0,Hispanic,CA
42978,1193,85k–95k,54,6,M,0,20,0,Hispanic,CA
42983,1193,85k–95k,54,6,M,0,15,0,Hispanic,CA
42984,1194,95k+,45,1,M,0,50,1,Unknown,CA
42989,1194,95k+,45,1,M,0,45,1,Unknown,CA
42994,1194,95k+,45,1,M,0,40,1,Unknown,CA
42999,1194,95k+,45,1,M,0,35,1,Unknown,CA
43004,1194,95k+,45,1,M,0,30,1,Unknown,CA
43009,1194,95k+,45,1,M,0,25,1,Unknown,CA
43014,1194,95k+,45,1,M,0,20,1,Unknown,CA
43019,1194,95k+,45,1,M,0,15,1,Unknown,CA
43020,1195,95k+,41,1,M,0,50,1,White,CA
43025,1195,95k+,41,1,M,0,45,1,White,CA
43030,1195,95k+,41,1,M,0,40,1,White,CA
43035,1195,95k+,41,1,M,0,35,1,White,CA
43040,1195,95k+,41,1,M,0,30,1,White,CA
43045,1195,95k+,41,1,M,0,25,1,White,CA
43050,1195,95k+,41,1,M,0,20,1,White,CA
43055,1195,95k+,41,1,M,0,15,1,White,CA
43056,1196,85k–95k,39,1,F,4,50,1,Hispanic,CA
43061,1196,85k–95k,39,1,F,4,45,1,Hispanic,CA
43066,1196,85k–95k,39,1,F,4,40,1,Hispanic,CA
43071,1196,85k–95k,39,1,F,4,35,1,Hispanic,CA
43076,1196,85k–95k,39,1,F,4,30,1,Hispanic,CA
43081,1196,85k–95k,39,1,F,4,25,1,Hispanic,CA
43086,1196,85k–95k,39,1,F,4,20,1,Hispanic,CA
43091,1196,85k–95k,39,1,F,4,15,1,Hispanic,CA
43092,1197,95k+,44,6,M,1,50,0,Black,CA
43097,1197,95k+,44,6,M,1,45,0,Black,CA
43102,1197,95k+,44,6,M,1,40,0,Black,CA
43107,1197,95k+,44,6,M,1,35,0,Black,CA
43112,1197,95k+,44,6,M,1,30,0,Black,CA
43117,1197,95k+,44,6,M,1,25,0,Black,CA
43122,1197,95k+,44,6,M,1,20,0,Black,CA
43127,1197,95k+,44,6,M,1,15,0,Black,CA
43128,1198,95k+,36,5,M,0,50,0,Black,CA
43133,1198,95k+,36,5,M,0,45,0,Black,CA
43138,1198,95k+,36,5,M,0,40,0,Black,CA
43143,1198,95k+,36,5,M,0,35,0,Black,CA
43148,1198,95k+,36,5,M,0,30,0,Black,CA
43153,1198,95k+,36,5,M,0,25,0,Black,CA
43158,1198,95k+,36,5,M,0,20,0,Black,CA
43163,1198,95k+,36,5,M,0,15,1,Black,CA
43164,1199,95k+,32,2,M,0,50,1,Hispanic,CA
43169,1199,95k+,32,2,M,0,45,1,Hispanic,CA
43174,1199,95k+,32,2,M,0,40,1,Hispanic,CA
43179,1199,95k+,32,2,M,0,35,1,Hispanic,CA
43184,1199,95k+,32,2,M,0,30,1,Hispanic,CA
43189,1199,95k+,32,2,M,0,25,1,Hispanic,CA
43194,1199,95k+,32,2,M,0,20,1,Hispanic,CA
43199,1199,95k+,32,2,M,0,15,1,Hispanic,CA
43200,1200,85k–95k,46,3,F,0,50,0,Other,CA
43205,1200,85k–95k,46,3,F,0,45,0,Other,CA
43210,1200,85k–95k,46,3,F,0,40,0,Other,CA
43215,1200,85k–95k,46,3,F,0,35,0,Other,CA
43220,1200,85k–95k,46,3,F,0,30,0,Other,CA
43225,1200,85k–95k,46,3,F,0,25,1,Other,CA
43230,1200,85k–95k,46,3,F,0,20,1,Other,CA
43235,1200,85k–95k,46,3,F,0,15,1,Other,CA
43236,1201,95k+,34,7,M,1,50,0,Hispanic,CA
43241,1201,95k+,34,7,M,1,45,0,Hispanic,CA
43246,1201,95k+,34,7,M,1,40,0,Hispanic,CA
43251,1201,95k+,34,7,M,1,35,0,Hispanic,CA
43256,1201,95k+,34,7,M,1,30,0,Hispanic,CA
43261,1201,95k+,34,7,M,1,25,0,Hispanic,CA
43266,1201,95k+,34,7,M,1,20,0,Hispanic,CA
43271,1201,95k+,34,7,M,1,15,0,Hispanic,CA
43272,1202,95k+,23,2,M,0,50,1,Unknown,CA
43277,1202,95k+,23,2,M,0,45,1,Unknown,CA
43282,1202,95k+,23,2,M,0,40,1,Unknown,CA
43287,1202,95k+,23,2,M,0,35,1,Unknown,CA
43292,1202,95k+,23,2,M,0,30,1,Unknown,CA
43297,1202,95k+,23,2,M,0,25,1,Unknown,CA
43302,1202,95k+,23,2,M,0,20,1,Unknown,CA
43307,1202,95k+,23,2,M,0,15,1,Unknown,CA
43308,1203,95k+,54,5,M,0,50,0,Unknown,CA
43313,1203,95k+,54,5,M,0,45,0,Unknown,CA
43318,1203,95k+,54,5,M,0,40,0,Unknown,CA
43323,1203,95k+,54,5,M,0,35,0,Unknown,CA
43328,1203,95k+,54,5,M,0,30,0,Unknown,CA
43333,1203,95k+,54,5,M,0,25,0,Unknown,CA
43338,1203,95k+,54,5,M,0,20,0,Unknown,CA
43343,1203,95k+,54,5,M,0,15,0,Unknown,CA
43344,1204,95k+,18,4,M,1,50,0,Hispanic,CA
43349,1204,95k+,18,4,M,1,45,0,Hispanic,CA
43354,1204,95k+,18,4,M,1,40,0,Hispanic,CA
43359,1204,95k+,18,4,M,1,35,0,Hispanic,CA
43364,1204,95k+,18,4,M,1,30,0,Hispanic,CA
43369,1204,95k+,18,4,M,1,25,0,Hispanic,CA
43374,1204,95k+,18,4,M,1,20,1,Hispanic,CA
43379,1204,95k+,18,4,M,1,15,1,Hispanic,CA
43380,1205,85k–95k,55,2,M,0,50,0,Other,CA
43385,1205,85k–95k,55,2,M,0,45,0,Other,CA
43390,1205,85k–95k,55,2,M,0,40,0,Other,CA
43395,1205,85k–95k,55,2,M,0,35,0,Other,CA
43400,1205,85k–95k,55,2,M,0,30,1,Other,CA
43405,1205,85k–95k,55,2,M,0,25,1,Other,CA
43410,1205,85k–95k,55,2,M,0,20,1,Other,CA
43415,1205,85k–95k,55,2,M,0,15,1,Other,CA
43416,1206,95k+,43,5,M,0,50,0,Unknown,CA
43421,1206,95k+,43,5,M,0,45,0,Unknown,CA
43426,1206,95k+,43,5,M,0,40,0,Unknown,CA
43431,1206,95k+,43,5,M,0,35,0,Unknown,CA
43436,1206,95k+,43,5,M,0,30,0,Unknown,CA
43441,1206,95k+,43,5,M,0,25,0,Unknown,CA
43446,1206,95k+,43,5,M,0,20,0,Unknown,CA
43451,1206,95k+,43,5,M,0,15,1,Unknown,CA
43452,1207,85k–95k,25,4,M,1,50,0,Other,CA
43457,1207,85k–95k,25,4,M,1,45,0,Other,CA
43462,1207,85k–95k,25,4,M,1,40,0,Other,CA
43467,1207,85k–95k,25,4,M,1,35,0,Other,CA
43472,1207,85k–95k,25,4,M,1,30,0,Other,CA
43477,1207,85k–95k,25,4,M,1,25,0,Other,CA
43482,1207,85k–95k,25,4,M,1,20,1,Other,CA
43487,1207,85k–95k,25,4,M,1,15,1,Other,CA
43488,1208,85k–95k,37,4,M,1,50,0,Unknown,CA
43493,1208,85k–95k,37,4,M,1,45,0,Unknown,CA
43498,1208,85k–95k,37,4,M,1,40,0,Unknown,CA
43503,1208,85k–95k,37,4,M,1,35,0,Unknown,CA
43508,1208,85k–95k,37,4,M,1,30,0,Unknown,CA
43513,1208,85k–95k,37,4,M,1,25,0,Unknown,CA
43518,1208,85k–95k,37,4,M,1,20,0,Unknown,CA
43523,1208,85k–95k,37,4,M,1,15,1,Unknown,CA
43524,1209,85k–95k,32,1,M,0,50,1,Hispanic,CA
43529,1209,85k–95k,32,1,M,0,45,1,Hispanic,CA
43534,1209,85k–95k,32,1,M,0,40,1,Hispanic,CA
43539,1209,85k–95k,32,1,M,0,35,1,Hispanic,CA
43544,1209,85k–95k,32,1,M,0,30,1,Hispanic,CA
43549,1209,85k–95k,32,1,M,0,25,1,Hispanic,CA
43554,1209,85k–95k,32,1,M,0,20,1,Hispanic,CA
43559,1209,85k–95k,32,1,M,0,15,1,Hispanic,CA
43560,1210,85k–95k,47,3,F,0,50,0,Black,CA
43565,1210,85k–95k,47,3,F,0,45,0,Black,CA
43570,1210,85k–95k,47,3,F,0,40,0,Black,CA
43575,1210,85k–95k,47,3,F,0,35,0,Black,CA
43580,1210,85k–95k,47,3,F,0,30,0,Black,CA
43585,1210,85k–95k,47,3,F,0,25,0,Black,CA
43590,1210,85k–95k,47,3,F,0,20,0,Black,CA
43595,1210,85k–95k,47,3,F,0,15,0,Black,CA
43596,1211,95k+,47,4,F,0,50,0,Unknown,CA
43601,1211,95k+,47,4,F,0,45,0,Unknown,CA
43606,1211,95k+,47,4,F,0,40,0,Unknown,CA
43611,1211,95k+,47,4,F,0,35,0,Unknown,CA
43616,1211,95k+,47,4,F,0,30,0,Unknown,CA
43621,1211,95k+,47,4,F,0,25,0,Unknown,CA
43626,1211,95k+,47,4,F,0,20,0,Unknown,CA
43631,1211,95k+,47,4,F,0,15,0,Unknown,CA
43632,1212,95k+,43,3,M,1,50,0,White,CA
43637,1212,95k+,43,3,M,1,45,0,White,CA
43642,1212,95k+,43,3,M,1,40,0,White,CA
43647,1212,95k+,43,3,M,1,35,0,White,CA
43652,1212,95k+,43,3,M,1,30,0,White,CA
43657,1212,95k+,43,3,M,1,25,0,White,CA
43662,1212,95k+,43,3,M,1,20,1,White,CA
43667,1212,95k+,43,3,M,1,15,1,White,CA
43668,1213,95k+,46,2,M,3,50,0,Hispanic,CA
43673,1213,95k+,46,2,M,3,45,0,Hispanic,CA
43678,1213,95k+,46,2,M,3,40,1,Hispanic,CA
43683,1213,95k+,46,2,M,3,35,1,Hispanic,CA
43688,1213,95k+,46,2,M,3,30,1,Hispanic,CA
43693,1213,95k+,46,2,M,3,25,1,Hispanic,CA
43698,1213,95k+,46,2,M,3,20,1,Hispanic,CA
43703,1213,95k+,46,2,M,3,15,1,Hispanic,CA
43704,1214,95k+,36,3,M,0,50,0,White,CA
43709,1214,95k+,36,3,M,0,45,0,White,CA
43714,1214,95k+,36,3,M,0,40,0,White,CA
43719,1214,95k+,36,3,M,0,35,0,White,CA
43724,1214,95k+,36,3,M,0,30,1,White,CA
43729,1214,95k+,36,3,M,0,25,1,White,CA
43734,1214,95k+,36,3,M,0,20,1,White,CA
43739,1214,95k+,36,3,M,0,15,1,White,CA
43740,1215,95k+,58,3,F,0,50,0,Unknown,CA
43745,1215,95k+,58,3,F,0,45,0,Unknown,CA
43750,1215,95k+,58,3,F,0,40,0,Unknown,CA
43755,1215,95k+,58,3,F,0,35,0,Unknown,CA
43760,1215,95k+,58,3,F,0,30,0,Unknown,CA
43765,1215,95k+,58,3,F,0,25,0,Unknown,CA
43770,1215,95k+,58,3,F,0,20,1,Unknown,CA
43775,1215,95k+,58,3,F,0,15,1,Unknown,CA
43776,1216,95k+,52,2,M,0,50,0,Black,CA
43781,1216,95k+,52,2,M,0,45,0,Black,CA
43786,1216,95k+,52,2,M,0,40,0,Black,CA
43791,1216,95k+,52,2,M,0,35,1,Black,CA
43796,1216,95k+,52,2,M,0,30,1,Black,CA
43801,1216,95k+,52,2,M,0,25,1,Black,CA
43806,1216,95k+,52,2,M,0,20,1,Black,CA
43811,1216,95k+,52,2,M,0,15,1,Black,CA
43812,1217,95k+,31,1,F,0,50,1,Hispanic,CA
43817,1217,95k+,31,1,F,0,45,1,Hispanic,CA
43822,1217,95k+,31,1,F,0,40,1,Hispanic,CA
43827,1217,95k+,31,1,F,0,35,1,Hispanic,CA
43832,1217,95k+,31,1,F,0,30,1,Hispanic,CA
43837,1217,95k+,31,1,F,0,25,1,Hispanic,CA
43842,1217,95k+,31,1,F,0,20,1,Hispanic,CA
43847,1217,95k+,31,1,F,0,15,1,Hispanic,CA
43848,1218,95k+,47,6,M,0,50,0,White,CA
43853,1218,95k+,47,6,M,0,45,0,White,CA
43858,1218,95k+,47,6,M,0,40,0,White,CA
43863,1218,95k+,47,6,M,0,35,0,White,CA
43868,1218,95k+,47,6,M,0,30,0,White,CA
43873,1218,95k+,47,6,M,0,25,0,White,CA
43878,1218,95k+,47,6,M,0,20,0,White,CA
43883,1218,95k+,47,6,M,0,15,0,White,CA
43884,1219,95k+,46,1,M,0,50,1,Hispanic,CA
43889,1219,95k+,46,1,M,0,45,1,Hispanic,CA
43894,1219,95k+,46,1,M,0,40,1,Hispanic,CA
43899,1219,95k+,46,1,M,0,35,1,Hispanic,CA
43904,1219,95k+,46,1,M,0,30,1,Hispanic,CA
43909,1219,95k+,46,1,M,0,25,1,Hispanic,CA
43914,1219,95k+,46,1,M,0,20,1,Hispanic,CA
43919,1219,95k+,46,1,M,0,15,1,Hispanic,CA
43920,1220,95k+,34,1,F,0,50,1,Hispanic,CA
43925,1220,95k+,34,1,F,0,45,1,Hispanic,CA
43930,1220,95k+,34,1,F,0,40,1,Hispanic,CA
43935,1220,95k+,34,1,F,0,35,1,Hispanic,CA
43940,1220,95k+,34,1,F,0,30,1,Hispanic,CA
43945,1220,95k+,34,1,F,0,25,1,Hispanic,CA
43950,1220,95k+,34,1,F,0,20,1,Hispanic,CA
43955,1220,95k+,34,1,F,0,15,1,Hispanic,CA
43956,1221,85k–95k,33,5,F,0,50,0,Hispanic,CA
43961,1221,85k–95k,33,5,F,0,45,0,Hispanic,CA
43966,1221,85k–95k,33,5,F,0,40,0,Hispanic,CA
43971,1221,85k–95k,33,5,F,0,35,0,Hispanic,CA
43976,1221,85k–95k,33,5,F,0,30,0,Hispanic,CA
43981,1221,85k–95k,33,5,F,0,25,0,Hispanic,CA
43986,1221,85k–95k,33,5,F,0,20,0,Hispanic,CA
43991,1221,85k–95k,33,5,F,0,15,0,Hispanic,CA
43992,1222,95k+,52,2,F,5,50,0,Unknown,CA
43997,1222,95k+,52,2,F,5,45,0,Unknown,CA
44002,1222,95k+,52,2,F,5,40,0,Unknown,CA
44007,1222,95k+,52,2,F,5,35,0,Unknown,CA
44012,1222,95k+,52,2,F,5,30,0,Unknown,CA
44017,1222,95k+,52,2,F,5,25,0,Unknown,CA
44022,1222,95k+,52,2,F,5,20,1,Unknown,CA
44027,1222,95k+,52,2,F,5,15,1,Unknown,CA
44028,1223,95k+,37,3,M,0,50,0,White,CA
44033,1223,95k+,37,3,M,0,45,0,White,CA
44038,1223,95k+,37,3,M,0,40,0,White,CA
44043,1223,95k+,37,3,M,0,35,0,White,CA
44048,1223,95k+,37,3,M,0,30,0,White,CA
44053,1223,95k+,37,3,M,0,25,1,White,CA
44058,1223,95k+,37,3,M,0,20,1,White,CA
44063,1223,95k+,37,3,M,0,15,1,White,CA
44064,1224,95k+,40,2,M,0,50,0,Other,CA
44069,1224,95k+,40,2,M,0,45,0,Other,CA
44074,1224,95k+,40,2,M,0,40,0,Other,CA
44079,1224,95k+,40,2,M,0,35,1,Other,CA
44084,1224,95k+,40,2,M,0,30,1,Other,CA
44089,1224,95k+,40,2,M,0,25,1,Other,CA
44094,1224,95k+,40,2,M,0,20,1,Other,CA
44099,1224,95k+,40,2,M,0,15,1,Other,CA
44100,1225,95k+,54,2,M,0,50,0,White,CA
44105,1225,95k+,54,2,M,0,45,0,White,CA
44110,1225,95k+,54,2,M,0,40,0,White,CA
44115,1225,95k+,54,2,M,0,35,0,White,CA
44120,1225,95k+,54,2,M,0,30,0,White,CA
44125,1225,95k+,54,2,M,0,25,0,White,CA
44130,1225,95k+,54,2,M,0,20,1,White,CA
44135,1225,95k+,54,2,M,0,15,1,White,CA
44136,1226,95k+,68,2,M,0,50,0,Other,CA
44141,1226,95k+,68,2,M,0,45,0,Other,CA
44146,1226,95k+,68,2,M,0,40,0,Other,CA
44151,1226,95k+,68,2,M,0,35,0,Other,CA
44156,1226,95k+,68,2,M,0,30,0,Other,CA
44161,1226,95k+,68,2,M,0,25,1,Other,CA
44166,1226,95k+,68,2,M,0,20,1,Other,CA
44171,1226,95k+,68,2,M,0,15,1,Other,CA
44172,1227,95k+,31,9,M,0,50,0,Other,CA
44177,1227,95k+,31,9,M,0,45,0,Other,CA
44182,1227,95k+,31,9,M,0,40,0,Other,CA
44187,1227,95k+,31,9,M,0,35,0,Other,CA
44192,1227,95k+,31,9,M,0,30,0,Other,CA
44197,1227,95k+,31,9,M,0,25,0,Other,CA
44202,1227,95k+,31,9,M,0,20,0,Other,CA
44207,1227,95k+,31,9,M,0,15,0,Other,CA
44208,1228,95k+,34,12,M,0,50,0,Unknown,CA
44213,1228,95k+,34,12,M,0,45,0,Unknown,CA
44218,1228,95k+,34,12,M,0,40,0,Unknown,CA
44223,1228,95k+,34,12,M,0,35,0,Unknown,CA
44228,1228,95k+,34,12,M,0,30,0,Unknown,CA
44233,1228,95k+,34,12,M,0,25,0,Unknown,CA
44238,1228,95k+,34,12,M,0,20,0,Unknown,CA
44243,1228,95k+,34,12,M,0,15,0,Unknown,CA
44244,1229,95k+,38,1,M,0,50,1,Other,CA
44249,1229,95k+,38,1,M,0,45,1,Other,CA
44254,1229,95k+,38,1,M,0,40,1,Other,CA
44259,1229,95k+,38,1,M,0,35,1,Other,CA
44264,1229,95k+,38,1,M,0,30,1,Other,CA
44269,1229,95k+,38,1,M,0,25,1,Other,CA
44274,1229,95k+,38,1,M,0,20,1,Other,CA
44279,1229,95k+,38,1,M,0,15,1,Other,CA
44280,1230,95k+,38,3,M,0,50,0,Black,CA
44285,1230,95k+,38,3,M,0,45,0,Black,CA
44290,1230,95k+,38,3,M,0,40,0,Black,CA
44295,1230,95k+,38,3,M,0,35,0,Black,CA
44300,1230,95k+,38,3,M,0,30,0,Black,CA
44305,1230,95k+,38,3,M,0,25,1,Black,CA
44310,1230,95k+,38,3,M,0,20,1,Black,CA
44315,1230,95k+,38,3,M,0,15,1,Black,CA
44316,1231,85k–95k,42,6,F,0,50,0,Hispanic,CA
44321,1231,85k–95k,42,6,F,0,45,0,Hispanic,CA
44326,1231,85k–95k,42,6,F,0,40,0,Hispanic,CA
44331,1231,85k–95k,42,6,F,0,35,0,Hispanic,CA
44336,1231,85k–95k,42,6,F,0,30,0,Hispanic,CA
44341,1231,85k–95k,42,6,F,0,25,0,Hispanic,CA
44346,1231,85k–95k,42,6,F,0,20,0,Hispanic,CA
44351,1231,85k–95k,42,6,F,0,15,0,Hispanic,CA
44352,1232,95k+,31,3,F,0,50,0,Other,CA
44357,1232,95k+,31,3,F,0,45,0,Other,CA
